Date,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLC,XLY,XLP,XLU,SPY,SHY,^TNX,CL=F,HY_SPREAD
2017-06-23,45.30656433105469,20.500282287597656,70.36066436767578,59.217674255371094,45.79109191894531,24.814970016479492,51.78858184814453,48.49111893594538,82.59651184082031,44.775611877441406,41.22747802734375,213.65208435058594,71.93000030517578,2.1440000534057617,43.0099983215332,3.86
2017-06-26,45.20804214477539,20.611835479736328,70.29071044921875,59.235076904296875,45.92715835571289,24.929536819458008,51.512630462646484,48.668166032388925,82.8917465209961,44.953125,41.50642395019531,213.7926483154297,71.93000030517578,2.13700008392334,43.380001068115234,3.83
2017-06-27,45.13768005371094,20.71480941772461,69.6524429321289,58.79100799560547,45.646541595458984,24.830249786376953,50.666351318359375,48.194291949825434,82.2366714477539,44.56581115722656,41.04154586791992,212.0703125,71.88746643066406,2.197999954223633,44.2400016784668,3.77
2017-06-28,45.383975982666016,21.040895462036133,70.01966857910156,59.3221435546875,46.06320571899414,24.860797882080078,51.30106735229492,48.64054134611865,83.06706237792969,44.72719192504883,40.64638900756836,213.96844482421875,71.92144012451172,2.2209999561309814,44.7400016784668,3.77
2017-06-29,45.48249816894531,21.186777114868164,69.38137817382812,58.81715393066406,45.51049041748047,24.608753204345703,50.38119125366211,48.12079724878028,82.26434326171875,44.251121520996094,40.32096481323242,212.08787536621094,71.87894439697266,2.2669999599456787,44.93000030517578,3.76
2017-06-30,45.68657302856445,21.16961097717285,69.2851791381836,59.30472946166992,45.757083892822266,24.593475341796875,50.33518981933594,48.2100417709569,82.69799041748047,44.33180618286133,40.25897979736328,212.48329162597656,71.87894439697266,2.302000045776367,46.040000915527344,3.77
2017-07-03,46.56625747680664,21.478538513183594,69.40760803222656,59.67045593261719,46.15675735473633,24.82260513305664,49.98564910888672,48.49878402746543,82.61493682861328,44.29145050048828,40.073028564453125,212.8436279296875,71.8253173828125,2.3459999561309814,47.06999969482422,3.72
2017-07-05,45.623252868652344,21.51285743713379,69.81855773925781,59.8446159362793,46.003684997558594,24.524738311767578,50.48237228393555,48.17854212869397,82.41197204589844,44.259178161621094,39.879329681396484,213.335693359375,71.85091400146484,2.3340001106262207,45.130001068115234,3.73
2017-07-06,45.116554260253906,21.349815368652344,68.91797637939453,59.3221435546875,45.79961013793945,24.08175277709961,50.022430419921875,47.56429910456679,81.57235717773438,44.00904083251953,39.863834381103516,211.3848876953125,71.8678970336914,2.369999885559082,45.52000045776367,3.78
2017-07-07,45.04619216918945,21.495689392089844,69.26769256591797,59.78365707397461,46.037696838378906,24.21923065185547,50.601951599121094,47.48030005853231,82.30123138427734,43.984832763671875,39.89482879638672,212.75575256347656,71.85933685302734,2.3929998874664307,44.22999954223633,3.83
